featureid	rab.all	rab.win.mother-pre	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides	0.74779815636282	0.467358492113733	1.06653466139216	0.925681513604693	5.18178639356374	0.164021763316047	0.428106703955896	0.362761223214559	0.668432513298423	0.405400477110945	0.723261386690052
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_sphaerospermum	0.210021842316999	0.290800813359039	0.132656506489523	-0.107757911978194	4.38407059423372	-0.0180230057240831	0.488932292057784	0.533018271446379	0.816975720635554	0.520555663161536	0.828789237878446
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_citricola	0.230354248534767	0.18918106605178	0.325339632525117	0.195925224936236	4.20074802869774	0.0388739916898102	0.477553676785593	0.500692539545085	0.79631758948822	0.530055540168418	0.82056568672539
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_stellenboschensis	0.268901665852568	0.322158701209013	0.224381612210789	-0.2118288941859	4.02185348758603	-0.0427391661367104	0.475260417542645	0.491330513325777	0.79885711716464	0.52798108329553	0.81070562033345
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Pseudotaeniolina;s__Pseudotaeniolina_globosa	0.246596002848469	0.271085459501055	0.220865886670504	0.0774529156736552	4.13695288715091	0.0153620822757533	0.493168510325608	0.500423386385455	0.784170403876203	0.537933769780403	0.823531092359205
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unknown_Capnodiales;g__unknown_Capnodiales;s__unknown_Capnodiales	0.225440742531694	0.292376421351979	0.146846605675242	-0.159524761015789	4.08740067141737	-0.0335811136325618	0.482758621298574	0.505534568785249	0.796383147471826	0.517969292384216	0.823496068500922
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans	0.441652647417323	0.241465436672476	0.666620067861508	0.639751299819078	4.86862681903794	0.123686452835749	0.430709176207146	0.347906022495452	0.68232404860364	0.428302470146816	0.738499881823274
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_pratorum	0.259695190917132	0.178865447465683	0.338458182871102	0.153191229959794	4.2623704270743	0.0283668586403932	0.484059857426887	0.510445773403976	0.801899405019449	0.520640286507194	0.837079871418636
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum	0.27826374806958	0.422256809977211	0.139760516215139	-0.292346978321745	4.13064237929543	-0.0564015341528851	0.466493169697381	0.472718290204941	0.780226178230842	0.466935807432968	0.7940792522869
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unknown_Phaeosphaeriaceae;s__unknown_Phaeosphaeriaceae	0.160459581701605	0.216517922482435	0.086027767219151	-0.026817880923474	4.229857588122	-0.00578035987858261	0.49837345483942	0.490593210539895	0.793016429190975	0.500573863894236	0.797230748398824
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_flanaganii	0.269467932083479	0.351516554175766	0.175732730725559	-0.226534615291976	4.34335156169057	-0.0502430987542426	0.472005209325254	0.487007640048509	0.780347887227334	0.490057445527612	0.803820267931169
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__unknown_Preussia	0.21078324310842	0.225734205219492	0.189841357622259	0.0269188969369303	4.31551938784461	0.00612788526050797	0.497395833425318	0.530658306872234	0.793727306468864	0.540646552408926	0.82703531455944
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae;g__unknown_Acarosporaceae;s__unknown_Acarosporaceae	0.213945224855179	0.332600069810526	0.0880658277949706	-0.317764925942793	4.14330664573053	-0.0658496095348548	0.467794405825246	0.472399034054446	0.768541273044466	0.48516624163083	0.790474260561269
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__Articulospora_proliferata	0.327125783092556	0.444606254938145	0.236328739374368	-0.285964519733466	4.19020557878669	-0.0603693913647275	0.467447917821342	0.516883416767773	0.785172420775472	0.497713511877518	0.797686788506678
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Crocicreas;s__unknown_Crocicreas	0.270816225956038	0.361390907573319	0.176023182778481	-0.245023923024064	4.32862523875754	-0.0482178576689961	0.469401042751524	0.4955694118991	0.797066568898429	0.523039068782249	0.822003598691758
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_pseudoaffinis	0.274007774206178	0.213041053881141	0.37244302804884	0.202282463938526	4.24663331199532	0.0464073858397785	0.476903058721504	0.503095068824255	0.79834015320449	0.533299921098166	0.819777327988334
