featureid	rab.all	rab.win.mother-post	rab.win.mother-pre	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrososphaera	-0.0113904471985817	-0.0643054387419264	0.0325112987705207	0.0786802193902805	4.23966570191276	0.0167970455705174	0.490890161580072	0.48063116620099	0.904202841061394	0.48353840621541	0.917027378133459
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__unknown_Nitrososphaeraceae	-0.002655394838186	0.00753100433266063	-0.0258088705543225	0.0735948162032845	4.28561722770435	0.0137193319118485	0.491666666855099	0.483560056935424	0.913530043195014	0.485373514450283	0.905836959695633
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	-0.00818998839071394	0.0397881936617024	-0.063208147769517	-0.127106830538399	4.16529843768518	-0.0235882231265027	0.485937500318143	0.57437538427882	0.918612017039895	0.534866448772815	0.930027432951642
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	1.25524259292336	0.234925307572874	3.30272197468048	3.41814571612488	5.14986745306708	0.605049776432338	0.260937507005675	0.0148499187127875	0.343106243676562	0.00673163000740828	0.285566590246449
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	0.417683023598963	0.0856872806488767	0.768178502556629	0.950664761958686	4.74029090765553	0.189898877454655	0.41354166868135	0.320603719218188	0.852507163747533	0.332635100039818	0.850387576255927
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__unknown_Methanobacteriaceae	0.0341228681564614	0.186073996668561	-0.100094368251062	-0.303072233346266	4.17394006624295	-0.0584887925336614	0.462259240836326	0.450297480496747	0.88208530985147	0.45110765750317	0.885884379524786
d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeales_CG1-02-32-21;g__unknown_Micrarchaeales_CG1-02-32-21	0.0656936389876712	0.124019228672053	0.0121011502416497	-0.0630242664155203	4.1675565353644	-0.0139474022034433	0.492708333498201	0.463455029950193	0.905743722139326	0.493703425013066	0.910760439233883
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales_GW2011_GWC1_47_15;g__unknown_Woesearchaeales_GW2011_GWC1_47_15	0.0181175144889991	-0.0279045465166368	0.0511720236801683	0.0528459462506685	4.05294088163718	0.0117154152879779	0.491666666855099	0.475702600189565	0.903161255443232	0.501605547904303	0.915031323066046
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales_SCGC_AAA011-D5;g__unknown_Woesearchaeales_SCGC_AAA011-D5	0.0592796711527299	0.0686375026280652	0.0491197040570546	-0.0544207371226575	4.13736916509613	-0.0138874737823863	0.494270833462862	0.484480412153957	0.910125074918532	0.498216625490692	0.92035438621663
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__unknown_Woesearchaeales;g__unknown_Woesearchaeales	0.0649261760168267	0.0944915048416997	0.0402702534003252	-0.0750987579143407	4.26184284295991	-0.0160562813393853	0.491410723775489	0.480414258933592	0.90476019925693	0.516014580500171	0.92211057775012
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__unknown_Methanomassiliicoccaceae	0.0248699841757931	0.0241933270462278	0.0272898558161332	0.0481133709672905	4.20958930340168	0.00949905511049706	0.493750000141307	0.532382062358945	0.927619537790064	0.533877986889815	0.937032517633948
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__unknown_Methanomethylophilaceae	0.0276519223269087	0.117862558686708	-0.0547502330516343	-0.103047520903951	4.20734261549684	-0.0238299863877442	0.488807912798416	0.486268193593297	0.91530103146842	0.501845994090357	0.928272379895694
d__Archaea;p__unknown_Archaea;c__unknown_Archaea;o__unknown_Archaea;f__unknown_Archaea;g__unknown_Archaea	0.174449136944403	0.233695966665651	0.122220246957272	-0.0415625208985535	4.35035363283874	-0.00875217310035727	0.493229166819753	0.48299278336108	0.913653844754736	0.506280641033143	0.925852840858009
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriae;f__Acidobacteriae;g__Paludibaculum	0.022546694345019	0.198064450750297	-0.14021253736791	-0.174509660945164	4.23172441946055	-0.0408567168256518	0.482812500388993	0.449370333471352	0.903304368223327	0.461930507164044	0.913028448835855
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriae_Subgroup_2;f__unknown_Acidobacteriae_Subgroup_2;g__unknown_Acidobacteriae_Subgroup_2	0.0396493360481536	0.0951712808449665	-0.0184058468502544	-0.0526989323335538	4.25048272213235	-0.0119337955475397	0.494791666784417	0.476440752687641	0.912807633678051	0.481664849716317	0.923305267308224
