
featureid	rab.all	rab.win.mother-pre	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_massiliense	0.336210626197309	0.455718605599538	0.229164504642933	-0.266967414105617	4.43106755551114	-0.0455464581190074	0.477163462227192	0.512430637587197	0.900980639903536	0.508668677649513	0.911617162239497
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum_urinale	0.191217500116359	0.429640139079392	0.00130180606934349	-0.516711246835892	4.38891182185795	-0.100002669245766	0.442908655587086	0.49638771491508	0.898959041102612	0.511414547427351	0.900327297606174
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__unknown_Actinotignum	0.377715216591575	0.578167751094196	0.174679194539321	-0.48699836189384	4.62552966239242	-0.106855664863886	0.447447449044828	0.478327704846484	0.889717656274395	0.491766729204288	0.902665331892206
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__unknown_Arcanobacterium	0.262803404188312	0.514765324962665	0.0729800514713368	-0.434163409146121	4.29511302422892	-0.0837664491481528	0.458858860103995	0.475051884364023	0.88521591324898	0.453248216546266	0.868278185920048
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__unknown_Mobiluncus	0.457071164589064	0.598597963050325	0.307015277717865	-0.107800804558936	4.50925927158634	-0.0227208328148057	0.490985577194466	0.511940052652	0.904856695954934	0.506234549661794	0.910247942899749
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__unknown_Varibaculum	0.680553839550276	0.669401190370852	0.699691735252649	0.0185451658028626	4.8103553285555	0.00398389652028376	0.496096096213455	0.541162644007837	0.921332506043586	0.530627203189648	0.924959931971508
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia_neuii	0.706727533745005	0.742427744338082	0.67560083656968	0.0549863114685758	5.18148911832321	0.00840804471089685	0.495192307837015	0.571650483559519	0.920694642744955	0.602560190997192	0.933194372149165
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia;s__Alloscardovia_omnicolens	0.519818797552584	0.536498639157654	0.493734758180033	0.0422777023586116	4.59837975236411	0.00664841777535255	0.496394230877757	0.507299664293272	0.891722972952639	0.551435565777403	0.909946626255898
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__unknown_Bifidobacterium	0.376797433100813	0.421776855533849	0.311327718349831	0.0597686166558056	5.15433370771066	0.00851872933323327	0.495192307837015	0.599283951055848	0.93075847008012	0.556673569510968	0.926165942713974
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__unknown_Gardnerella	1.57504402938041	1.9461541711466	1.31231841644897	-0.66250703562786	8.66862796191937	-0.0762329928217758	0.456730770542836	0.547277005320561	0.925562429003047	0.510625206364584	0.914587956746818
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_aurimucosum	0.305085499538083	0.38510686174173	0.236486387924528	-0.179089414573877	4.30670364963252	-0.0390427814139313	0.483483483980514	0.485532889869219	0.896024260898793	0.526343741082574	0.911853424474663
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_kroppenstedtii	0.366237670872808	0.599271549133632	0.140270328610381	-0.27050771238746	4.34057703723141	-0.0566344687823552	0.467867868837768	0.487550069165627	0.897773023074197	0.501334817559914	0.90519812208379
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_pyruviciproducens	0.331448696070739	0.449363284472668	0.19817533404565	-0.231315450922329	4.69081284194689	-0.0419353760856498	0.474158654625964	0.488568848834635	0.897821446897227	0.474558418696912	0.897293663493655
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_riegelii	0.209225267024994	0.518302281634557	-0.0197905870228352	-0.602876849466641	4.34995199959086	-0.120498946674337	0.436298078871897	0.435503485681765	0.861870747265439	0.412372383962562	0.855927010212512
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_tuberculostearicum	0.859438619494554	0.569680294212668	1.15201320861204	0.956926799974222	5.57593684136751	0.162687929084196	0.425480771524465	0.386275839635165	0.869204743054485	0.407871217732456	0.876620028327077
