featureid	rab.all	rab.win.mother-post	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	5.97182204054994	5.83975586582093	6.14436280738561	0.252641149670391	3.73358984120014	0.0501845998179379	0.469036080449576	0.554084583017325	0.961869066317909	0.637009230930014	0.964914282945162
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	5.7108144059824	5.65062424830902	5.79610816948046	0.221975987286973	3.69329104572276	0.0503853837820327	0.468211207668691	0.458877959868149	0.952461202803009	0.643941253568327	0.965997359506688
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	7.06276982848257	7.14279384290796	6.96785103193086	-0.389593515171016	3.13499665881946	-0.0909638279806773	0.419493809213187	0.310708216148962	0.938866841706345	0.347438479549663	0.940846428722579
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__unknown_Prevotellaceae	-0.425705790088913	-0.336557008965945	-0.511990395835834	-0.230332703165132	4.53656268523994	-0.0545466948512608	0.477652127627827	0.505955614172313	0.940140640844513	0.504956760597393	0.938674064361834
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	-0.143063932195259	-0.24678455056975	-0.044584177804972	0.210031482204801	4.31397674718988	0.0405080216553158	0.477909483294069	0.507749829909556	0.953567127669517	0.504111496520235	0.948878653920425
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella	1.57491443156397	1.74259141699151	1.42445271487047	-0.193551487575689	5.25630650889321	-0.032816481589396	0.483575660063459	0.586994310666524	0.961330738200128	0.683620357400818	0.969244683810322
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphobaculum	-0.243044332223461	-0.389216280610944	-0.0557835842428966	0.342298692766731	4.31691181976626	0.0715144130480883	0.464439656037046	0.517619277173124	0.937409625668209	0.508315164484055	0.941286271132015
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas	-0.418171549674858	-0.311929695461217	-0.521584348230612	-0.183251679653252	4.27267413267826	-0.0402067626540151	0.478190630576503	0.498278592562245	0.94455035922322	0.510133533414057	0.94576732814454
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__unknown_Chitinophagaceae	-0.379129151204837	-0.31682536540557	-0.426722123266769	-0.100334627589884	4.35152117060431	-0.0170664522336995	0.488685345101445	0.538378010676884	0.948809274883462	0.538558877187794	0.946488987737818
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__unknown_Saprospiraceae	-0.30292983637245	-0.196931851763329	-0.403127893727143	-0.203566753493219	4.17033174276794	-0.0415709793332714	0.474959612884501	0.413987619263252	0.928064063572484	0.447826395852887	0.936534031399428
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__unknown_Chitinophagales;g__unknown_Chitinophagales	-0.239475046275174	-0.283364819862997	-0.18821471044284	0.191672068514885	4.24780784398163	0.036262082883752	0.479525862565097	0.490729002455766	0.94298906219183	0.503036560150169	0.939233120659058
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella	-0.415914933607534	-0.287653849722786	-0.551431069719004	-0.324221458905416	4.25616052057726	-0.0638080500695201	0.46688206865521	0.49793110646515	0.939770503959333	0.507183499534374	0.945853853620878
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Lacihabitans	-0.376604550709376	-0.440783886946133	-0.277297875047382	0.20915567000706	4.18974599660107	0.0418160774255971	0.479525862565097	0.510444757845653	0.953631209823206	0.54152068570707	0.948903840772741
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Pseudarcicella	-0.442436544102968	-0.570825122647614	-0.30256716019634	0.151146416602213	4.15214324536968	0.0299199049067754	0.482758621107246	0.497348880925434	0.953402739916537	0.448473360248318	0.943732581796452
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola	-0.377351124672349	-0.376750660060661	-0.379387295014186	0.105065910919581	4.20595343116597	0.0192058088878119	0.490037695448163	0.484983955910974	0.932508802252231	0.494652101957428	0.932302035778208
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	4.84021036794986	4.79377615116546	4.87655303430127	-0.0440304569042618	3.63248704048898	-0.0101570092844862	0.493807216089362	0.696208447825138	0.968415677853513	0.773099876494955	0.972610877169278
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	-0.366548302317791	-0.233497987213294	-0.50698186490343	-0.271355678246885	4.19753840837751	-0.0527040340503836	0.46688206865521	0.533951549413965	0.946620679596712	0.520564891659656	0.9378789305965
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella	5.32546602972709	5.26530192532217	5.40809979563502	0.0138336657243343	3.41386620324057	0.00401937026963757	0.498115239679365	0.674361482718788	0.968287088051189	0.838407991064706	0.979981725385412
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobium	0.592812755557054	0.154950535560056	1.04180406463532	1.03199576262569	4.77562909143551	0.186542756653625	0.417025864133077	0.352314916862127	0.921310778814665	0.305014139502582	0.908513748416839
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	-0.389190059924653	-0.35410780308476	-0.417371407407345	-0.17953523931308	4.33659951373137	-0.0331279261942351	0.48088314531994	0.455500073534049	0.93371700278162	0.482230338063462	0.939678051368207
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	-0.397025159141235	-0.448279405979305	-0.353407698622715	0.181056893314762	4.20541630807233	0.0354424444393807	0.477652127627827	0.530654058353669	0.947196496206819	0.504413524489967	0.9457521672064
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriales_KD3-93;g__unknown_Sphingobacteriales_KD3-93	-0.426333514073756	-0.278273762328626	-0.535814278706338	-0.252544724800864	4.27261255552543	-0.0484892467120107	0.473599138571496	0.452705112041431	0.939997595874096	0.472268886433772	0.939216049060948
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriales_NS11-12_marine_group;g__unknown_Sphingobacteriales_NS11-12_marine_group	-0.156508415297167	-0.166655885466199	-0.144382839823348	0.0303242496959557	4.34421631375036	0.00707739800630805	0.497576736730612	0.457066694125657	0.937341653919206	0.476406072279836	0.929726177570492
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriales_env.OPS_17;g__unknown_Sphingobacteriales_env.OPS_17	-0.415058200489862	-0.289940744519832	-0.518749143389811	-0.263435336140843	4.22437456329811	-0.0471556072447481	0.473599138571496	0.455026167058074	0.935232860560431	0.451612399036169	0.934922710271074
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__unknown_Bacteroidia;f__unknown_Bacteroidia;g__unknown_Bacteroidia	-0.247853114616096	-0.283464242223068	-0.202194444932943	0.0284050208646338	4.28317156322884	0.00507062640172213	0.496499730833109	0.478672364707928	0.93283907135703	0.48974251803737	0.945044165273701
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio	-0.332199085484837	-0.352514881046856	-0.309275728440501	0.0832335743431187	4.34500136403	0.0174649563037801	0.490840517463035	0.49667935129981	0.948701636128045	0.517896968616007	0.947477011389922
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexales;g__Pseudobacteriovorax	-0.400821536617934	-0.440427518320227	-0.368858659013577	0.0504481506272212	4.23908917185284	0.00971057798691272	0.49434571903811	0.512577094572903	0.947958478682405	0.516571892549356	0.952274929872033
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexia_0319-6G20;f__unknown_Oligoflexia_0319-6G20;g__unknown_Oligoflexia_0319-6G20	-0.354248049624091	-0.459960776301269	-0.234454791791992	0.219501952494919	4.10640867789055	0.0527609303060295	0.475498115833158	0.507454797281065	0.944373437220812	0.455426820371337	0.933971805039372
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella	-0.404785690098382	-0.409362058334616	-0.403149880620066	0.0405405800337544	4.28871909555769	0.00716919103948304	0.496499730833109	0.511998023099844	0.940626333878458	0.522192420421652	0.944502056994625
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	5.58590859607017	5.98529987922253	5.30653064932422	-0.476534243250723	3.63972631886449	-0.0943979594320679	0.408723750262387	0.698915881209617	0.970816190002582	0.270204491110844	0.933285804237674
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum	-0.416366719232808	-0.294661668511305	-0.537856635924911	-0.16426518574227	4.30005124422659	-0.0348797076043097	0.483836207287987	0.49107374663527	0.949085653157585	0.510103994918375	0.94697739447183
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales;g__Babeliales	-0.378852727226374	-0.298527917603907	-0.45371326377377	-0.0631697322192473	4.20824091954892	-0.0110923480141764	0.49299568982465	0.503455739608477	0.946618813697105	0.537256577919489	0.938701525300341
