featureid	rab.all	rab.win.mother-post	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii	-0.256049846484256	-0.214365848698411	-0.295746681314947	-0.099794106455743	4.41028825364733	-0.0187996289390364	0.48922413819184	0.529987767262401	0.952013874386314	0.514876999917781	0.951081746288062
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__unknown_Methanosphaera	-0.150376878431466	-0.231422320693622	-0.0661608988837514	0.038407591788796	4.32669791183064	0.00874647023052464	0.495422724935608	0.52215013322816	0.952444586732367	0.538484648004427	0.952288324431121
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__unknown_Methanobacteriaceae;s__unknown_Methanobacteriaceae	-0.253624137223219	-0.143177909445645	-0.345901097339644	-0.188546061899761	4.1589310670186	-0.0365339615495129	0.480064655655448	0.509394284851539	0.940007201703372	0.516511005377034	0.938003921336075
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__unknown_Woesearchaeales;g__unknown_Woesearchaeales;s__unknown_Woesearchaeales	-0.255801120474636	-0.23303358357987	-0.275535901552419	-0.12894006407562	4.25294765336163	-0.0265446133097496	0.487883683653227	0.445208456816667	0.946288811088796	0.465812880583986	0.94323031123922
d__Archaea;p__unknown_Archaea;c__unknown_Archaea;o__unknown_Archaea;f__unknown_Archaea;g__unknown_Archaea;s__unknown_Archaea	-0.310121211334171	-0.230754289915269	-0.386021039016185	-0.199853151527356	4.36192512712659	-0.0360506506659501	0.481960151217338	0.461995665228089	0.948246806935826	0.462532328567486	0.945486530008158
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriae;f__Acidobacteriae;g__Paludibaculum;s__unknown_Paludibaculum	-0.225165160252362	-0.173452278590742	-0.250450632966699	0.0235773492176081	4.27720192775791	0.00409452934510122	0.497844827638345	0.534325218246274	0.958069562438592	0.514563071922548	0.954802999246405
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;s__unknown_Bryobacter	-0.283373653289485	-0.320134357417698	-0.228388409854777	0.0652341374684022	4.26237491535535	0.014599044899236	0.491114701345641	0.460403227641199	0.943298828559473	0.467914809758378	0.943275912459196
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__CL500-29_marine_group;s__unknown_CL500-29_marine_group	-0.18258728865823	-0.141999209517314	-0.232584170821549	-0.145363201188406	4.18153178028369	-0.02778923910244	0.485729671858323	0.50308400231019	0.947335288673747	0.497463169237403	0.949620981046454
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_genomosp.	-0.166677655589017	-0.198894472796179	-0.147694342134598	0.0877702396624347	4.46913587625011	0.018034142330883	0.491114701345641	0.475990744030552	0.950073004558891	0.453234682516511	0.9428679426662
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii	1.69116365071033	1.13592987059382	2.51437043654338	1.02929868145154	5.93012461173126	0.168773248220473	0.409262253209771	0.366618558603969	0.934363262439028	0.318505578733931	0.928963465097651
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__unknown_Actinomyces	6.55486471326544	6.54469504769255	6.56693202540109	-0.205788054147427	4.42640483751906	-0.0394170632880046	0.462823276766429	0.188626655190054	0.920691118424905	0.645440734182178	0.969617945423207
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomycetaceae_F0332;s__unknown_Actinomycetaceae_F0332	0.942739211832897	0.982364359189615	0.902860400028815	-0.211064589585884	5.20039085139856	-0.0384961552220963	0.484375000378362	0.609103761352274	0.963579025987662	0.647714662531443	0.961400559660916
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia_odontolytica	0.873664046255015	0.74137463687397	0.992756004486727	0.248214230782176	5.69066355692821	0.0446113821534514	0.476293104023073	0.570830537017613	0.95917503317665	0.598245556724322	0.961137203017557
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__unknown_Actinomycetaceae;s__unknown_Actinomycetaceae	-0.297467527689451	-0.269742043157358	-0.315017776946846	-0.24989236550703	4.46763902157689	-0.0496512912673093	0.477909483294069	0.495850933721264	0.953168551384395	0.498434296888508	0.951943928368972
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__unknown_Gardnerella	-0.144238656518834	-0.206618235322576	-0.0875191020131556	0.191094716572024	4.20777930550405	0.0368893058798551	0.481960151217338	0.488767793657545	0.947736649343295	0.511858397280837	0.951671722454805
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia_denticolens	-0.235720784583237	-0.354020426847474	-0.121708503359596	0.159653126945101	4.23951500627039	0.0291380085557552	0.483297414197616	0.565707239659617	0.959190036062887	0.543602375521061	0.952175640329477
