OTUID,kingdom,phylum,class,order,family,genus,species,ASV
a78e53fe9ad0b94e50e9e7ae2d2100ce,Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG),unknown_Deep_Sea_Euryarchaeotic_Group(DSEG),1
539b7a1d43218a85e39e7c99396cedf8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosotenuis,unknown_Candidatus_Nitrosotenuis,2
4b8b88617ce6263596a02662a79314ac,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,unknown_Nitrosarchaeum,3
df0c928ff34c1809c7769784c385f6cd,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,unknown_Nitrosarchaeum,4
a818dacf8e995aac46ae7e08c04e08c8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,unknown_Nitrosarchaeum,5
06d3756423cfab698b19b5262f20c6f2,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,unknown_Nitrosarchaeum,6
f6ccc682828c38a88e25edcf58b780c9,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,unknown_Nitrosarchaeum,7
eda5feb95ad2678e00286496d31f81ac,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,unknown_Nitrosarchaeum,8
5834a0b98521bfbb0ed4af8602743fe5,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,unknown_Nitrosarchaeum,9
b413f76e87c82856df034d6109112e0d,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,unknown_Nitrosopumilaceae,unknown_Nitrosopumilaceae,10
f1abb6a8c1dc7735c8468dfcc7db3464,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,unknown_Nitrosopumilaceae,unknown_Nitrosopumilaceae,11
188dfc5850881c61a361a400cdb99df1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,unknown_Nitrosopumilaceae,unknown_Nitrosopumilaceae,12
edfa038ca7b58805b81e21b30ce1f02d,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,unknown_Nitrosopumilaceae,unknown_Nitrosopumilaceae,13
f5e80130a005a4bfe5e86f6cea8898bd,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrocosmicus,unknown_Candidatus_Nitrocosmicus,14
e270efb588bc7c9ab3eb7241ab17e8d5,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unknown_Candidatus_Nitrososphaera,15
655119156131333da0c3a1fa540bb547,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,unknown_Candidatus_Nitrososphaera,16
b95b204ec66fe4fd3463ea747327fe3c,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unknown_Nitrososphaeraceae,unknown_Nitrososphaeraceae,17
8580b4eab67f8bb5350185c12af33f80,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unknown_Nitrososphaeraceae,unknown_Nitrososphaeraceae,18
da2a69f8394bff12358be2d9457ed4d2,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unknown_Nitrososphaeraceae,unknown_Nitrososphaeraceae,19
940c60751eb0ac34c1854395be82d073,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unknown_Nitrososphaeraceae,unknown_Nitrososphaeraceae,20
f41286b3cc14f4f61301b4c7c5c48746,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unknown_Nitrososphaeraceae,unknown_Nitrososphaeraceae,21
9f73881f9aae2d85dc2562d2c3228c15,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unknown_Nitrososphaeraceae,unknown_Nitrososphaeraceae,22
f1e71ebd04ca0c911784526b0bcc5f6e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,unknown_Candidatus_Nitrosotalea,23
e1c44140d1d151a0fd333f042328870c,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,unknown_Candidatus_Nitrosotalea,24
888323341e03ef478fd00c11dc4f2c06,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,unknown_Candidatus_Nitrosotalea,25
2480b3692caa9d23b349fcd5dba3fafa,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,26
6b2acf2eab0e80c580593d5663f957b3,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,27
52d55433edab8b72108f46c1e4df383d,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,28
4b9f7cc4dceeb4834a106aa647d5df77,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,29
a1735b3c45ac06953bff7b60a5d4cb92,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,30
cd7b58582fa79eb31584554988f54024,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,31
97e05b76aec28e840c7ddadccc01c290,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,32
823e7640f1bdfeb3a62c17828a7e9da9,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,unknown_Nitrosotaleaceae,unknown_Nitrosotaleaceae,33
83a8de9994700d282c84c990fe3cfc05,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_formicicum,34
195da680688c0734c29b657b6a4b541a,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_lacus,35
4bd2a30364f70e8c88c482e27b968d76,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_lacus,36
3a5bd67360d348f955dd6fb14b270adc,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_lacus,37
c743049112d74cedbd4e405dbcf341d9,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_lacus,38
27dfadf7cc9759adf6188767bb287996,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_lacus,39
d388eea9d3f892da48bfa423d716f59e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_lacus,40
16dbcab166d20b7be66ae2ed60a29be4,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,41
e90745ef982ac895aca46ef2915030a8,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,42
ae45b37ef85ac2f2bd2afe9c6c7c0b12,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,43
b9a689b7fdebaaf1ca04b8c8b67f94f6,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,44
7a030f7c3fac0a3441be80e123e90c37,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,45
bfcdb2f24afe22da65999350346c021d,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,46
65cff3823462aec3c8e0e670b24c0b97,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,47
d294cb24408fed97106e50fb613ea038,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,48
25652a92502f55cf524cce5ddc702344,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,49
c5f0cbd827d3315784d7894dd1a80d25,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,50
9035e57b5d9fe4f5b7e486ba4f8ae3cc,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,51
bbf255e0e3781b389e37a2afdf509630,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,52
79bd82c0749caf3b9759eb43b61b20c4,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,53
b0eb7b6d83fdbd9bf1daf0279595a656,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,54
8dd69f2b2ef13fc2ef5acbbd11aa18e8,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,55
492f7b5e2a555295ad46b0d5d84db578,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unknown_Methanobacterium,56
268bca41fecd3f2b306ccaceea9e59c8,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobacterium,57
7e9af17ce18798ea538ee7d6911a55b5,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_boviskoreani,58
2c8af9f009d9ae570a6ec3a8dae85f82,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_millerae,59
55db94e025c1ede8214a73ce1193b8d4,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_millerae,60
ceb800943437053f69be6cc935301fbc,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_millerae,61
ca61b40c796c252ed7b5d2c11b669d13,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_millerae,62
268eccad4a9ba94aa086380782b5dee2,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_millerae,63
a6046417e5d6939aec94040a7ac409e6,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_millerae,64
d0fc917a398db584f09f12e86c9ec816,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_ruminantium,65
d5b37c90b8b314b7746e8ec97c3f2688,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_ruminantium,66
a851615a6d169c3c5b01191a5af9cefb,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_ruminantium,67
e810ab67c83503f11550a3cb924e4715,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_ruminantium,68
a73d88d9590d9640606bcea5e8a80c26,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_ruminantium,69
c5c7fb3d1acd44f7f7d0a46dbf084475,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_ruminantium,70
2a7fa28c6351532f201db57d88dddd73,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,71
aa54c802f8673242ba8d409c3872d53a,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,72
50eed677834d1a3fbc9d8dbe2e8adb66,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,73
e4f701658a44266e880723fdc236470e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,74
28c9e98a06488a15d21baf14683ec076,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,75
4eb765043b1e5c35851e475a59541c87,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,76
582f0ccd1ad32b693b2918644f02f044,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,77
6dcd3db9090a60662534d0e9b7627c35,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,78
98a5026282274e249241943ed7be324f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,79
ad3697c731922d0eb10cf9371017fd83,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,80
7435b16c5369a07536f3e82938825bf3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,81
4c1904196576a6f27c8e99c2d2216443,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,82
2ac3d79ea9c6e7d742ce96ce2670dde0,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,83
3e4d17649af84e3bf500c9e99e5926a3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,84
1617889dbd4af36ce09380a223e9534c,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,85
61c114d2d8d99d2688b668cc96f23b67,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,86
f54b9467f87414a5503963185c4a7415,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,87
73d48ac88e776ecf18d33e96e3e01648,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,88
bc77bb5d00c2dfc6a1cfe5e52251258c,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,89
5085781075ae15ba5a3e31d5bd02e436,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,90
7389a55a3ade37ff89059c1d7eff0bdb,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,91
c6fd9766537380aa0b37198131c461de,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,92
c28cbe497094b400fd13330c0426f3e3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,93
122d4b9f8f8a95a8c3c27fba11b15c45,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,94
ac9b2e142a8056d923da016f9548a36f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,95
50154cc4ad4b9eec8761de960924802b,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,96
61051c6c93817f7912dd06721b301763,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,97
3f301640f920d9a9c8cab4cb7a36d423,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,98
4f787ad2ec72feb6bd55517ae5a9df7f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,99
e396f4c28d3c9dd3988da0c4614cac4b,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,100
58e5f9eba9d169b3dc40475d6ec6b65a,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,101
3b63681cc93008c9a01ef0c1f60185f3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,102
5e62d514e93a5400cebba99691c4a465,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,103
b3d500568ab9e7acfb4f6ac8b59f929a,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,104
4127894531548fe34beb02e966fdbb55,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,105
7539e01b0bcf6c1b022e0d141de70ef8,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,106
e44a6408e77d24eec99fc34809ad3c07,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,107
dafd8a62cb9db6f042eca977ea5316ca,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,108
595f04e9cd30d62e88753a54a392afea,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,109
c466868642eb78970ab91166d2d97b50,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,110
3716d167a07f7fa214cef69b235470fe,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,111
ced980f82d47d92c69f9480faeb03213,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,112
fcde1ba6bb27257161f35372f6aa5da6,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,113
3acb299e3d94e90e38137db9bb11330d,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,114
a68435bbae6ee5376121af616a29d6e6,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,115
d5cf4260f13793c1329c88010541ff9b,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,116
e35515021d76a8145a1821de91168c98,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,117
290a2813c8cad8a8ea5a50351ef51d8d,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,118
c8c376f7e4383f5acfbb17d1edc02e7f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,119
d21ea57986651157ca0226641db1aaee,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,120
77b352708f8430dec981fff18dab81a8,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,121
1e264f6f0db1bb1e424f5acc196ae107,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,122
bc7b642c95a12f76647921d9ee927022,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,123
5146ea99cac26ab7f227eeaa7cadad24,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,124
0731ddfdfac3181506d7c7dbe0d5f651,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_wolinii,125
f1d47b836b288cd659d6b754351b5c0c,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_wolinii,126
8e2abae78583462174221bedd0b7236f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobrevibacter,127
d13c4bd0738670c1790fea42393e1508,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobrevibacter,128
167c946812f7a732cfcd43eed64bb3b6,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobrevibacter,129
da3ed9e61ab567e8f61e52877c50ff30,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobrevibacter,130
434b51d53d8962576b8dc672487d056b,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobrevibacter,131
1fb3b037d144ced9ae2111b2040aa07a,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobrevibacter,132
6f9217f119cb0cbdb193740484414818,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unknown_Methanobrevibacter,133
8733672bf093c797b03d03ff761ecf80,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,134
453c25fc2b8a6f687856d87be558cb13,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,135
b7f9089aa010379a40a3a40df6725d5f,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,136
57c3a1925c87ade69bfbcf8cb3dcc733,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,137
65c494d4050d2281b8d38c9c8eadff6e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera_stadtmanae,138
7eb1f8a3db860874831014c61d16d65a,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera_stadtmanae,139
e41db7888296d1641f603f172c02015c,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,140
5ab1da2ca4b321d88c98e0b587b50658,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,141
91d0f9425a2e3c02b81308c0d68ca4dc,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,142
d14cc2e8feeb6110cec66b1b06249bef,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,143
464995306b5a318b5585cfd809d06178,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,144
1f1fe7dc811abb4b63db3f6bde4f5fee,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,145
9b46d14fbd62ab2e44d8f16c07ae9b58,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,146
5f7c2b48eb6e0363377bc7248b97ffb1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,147
fd2e987706e4507945b8727131b7b54d,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,148
0c6e677b8867b2e7c012b78cf7f5280c,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,149
7b79782ac19254530bfde5953e64ee23,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,150
e57630c1d1c2fb37aee9023efd40422e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,151
9154d740665fd5582d7a6949fb3b0481,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,unknown_Methanosphaera,152
